iteration,label
0,Idea Generation
1,Idea Generation
2,Idea Generation
3,Idea Generation
4,Idea Generation
5,Idea Generation
6,Idea Generation
7,Idea Generation
8,Idea Generation
9,Idea Generation
10,Idea Generation
11,Idea Generation
12,Idea Generation
13,Idea Generation
14,Text Production
15,Text Production
16,Text Production
17,Text Production
18,Text Production
19,Text Production
20,Text Production
21,Text Production
22,Text Production
23,Text Production
24,Text Production
25,Text Production
26,Text Production
27,Text Production
28,Text Production
29,Text Production
30,Text Production
31,Text Production
32,Text Production
33,Text Production
34,Text Production
35,Text Production
36,Text Production
37,Text Production
38,Text Production
39,Text Production
40,Text Production
41,Text Production
42,Text Production
43,Text Production
44,Text Production
45,Text Production
46,Text Production
47,Text Production
48,Text Production
49,Text Production
50,Text Production
51,Text Production
52,Text Production
53,Text Production
54,Text Production
55,Text Production
56,Text Production
57,Text Production
58,Text Production
59,Text Production
60,Text Production
61,Text Production
62,Clarity
63,Clarity
64,Clarity
65,Clarity
66,Clarity
67,Clarity
68,Text Production
69,Text Production
70,Text Production
71,Text Production
72,Text Production
73,Text Production
74,Text Production
75,Text Production
76,Text Production
77,Text Production
78,Text Production
79,Text Production
80,Text Production
81,Text Production
82,Text Production
83,Text Production
84,Text Production
85,Text Production
86,Text Production
87,Text Production
88,Text Production
89,Text Production
90,Text Production
91,Text Production
92,Text Production
93,Text Production
94,Idea Generation
95,Idea Generation
96,Idea Generation
97,Clarity
98,Clarity
99,Clarity
100,Clarity
101,Clarity
102,Clarity
103,Clarity
104,Clarity
105,Clarity
106,Clarity
107,Clarity
108,Clarity
109,Clarity
110,Clarity
111,Clarity
112,Text Production
113,Text Production
114,Text Production
115,Text Production
116,Text Production
117,Text Production
118,Text Production
119,Text Production
120,Text Production
121,Coherence
122,Coherence
123,Coherence
124,Coherence
125,Coherence
126,Coherence
127,Coherence
128,Coherence
129,Coherence
130,Coherence
131,Coherence
132,Coherence
133,Coherence
134,Text Production
135,Text Production
136,Text Production
137,Text Production
138,Text Production
139,Text Production
140,Text Production
141,Text Production
142,Text Production
143,Text Production
144,Text Production
145,Text Production
146,Text Production
147,Text Production
148,Text Production
149,Text Production
150,Text Production
151,Text Production
152,Text Production
153,Text Production
154,Text Production
155,Text Production
156,Text Production
157,Text Production
158,Text Production
159,Text Production
160,Text Production
161,Text Production
162,Text Production
163,Text Production
164,Text Production
165,Text Production
166,Text Production
167,Text Production
168,Text Production
169,Text Production
170,Text Production
171,Text Production
172,Text Production
173,Text Production
174,Text Production
175,Text Production
176,Text Production
177,Text Production
178,Text Production
179,Text Production
180,Text Production
181,Text Production
182,Text Production
183,Text Production
184,Text Production
185,Text Production
186,Text Production
187,Text Production
188,Text Production
189,Text Production
190,Text Production
191,Text Production
192,Text Production
193,Text Production
194,Text Production
195,Text Production
196,Text Production
197,Text Production
198,Text Production
199,Text Production
200,Text Production
201,Text Production
202,Text Production
203,Text Production
204,Text Production
205,Text Production
206,Text Production
207,Text Production
208,Text Production
209,Text Production
210,Text Production
211,Text Production
212,Text Production
213,Text Production
214,Text Production
215,Text Production
216,Text Production
217,Text Production
218,Text Production
219,Text Production
220,Text Production
221,Text Production
222,Text Production
223,Text Production
224,Text Production
225,Text Production
226,Text Production
227,Text Production
228,Text Production
229,Text Production
230,Text Production
231,Text Production
232,Text Production
233,Text Production
234,Text Production
235,Text Production
236,Text Production
237,Text Production
238,Text Production
239,Text Production
240,Text Production
241,Text Production
242,Text Production
243,Text Production
244,Text Production
245,Text Production
246,Text Production
247,Text Production
248,Text Production
249,Text Production
250,Text Production
251,Text Production
252,Text Production
253,Text Production
254,Text Production
255,Text Production
256,Text Production
257,Text Production
258,Text Production
259,Text Production
260,Text Production
261,Text Production
262,Text Production
263,Text Production
264,Text Production
265,Text Production
266,Text Production
267,Text Production
268,Text Production
269,Text Production
270,Text Production
271,Text Production
272,Text Production
273,Text Production
274,Text Production
275,Text Production
276,Text Production
277,Text Production
278,Text Production
279,Text Production
280,Text Production
281,Text Production
282,Text Production
283,Text Production
284,Text Production
285,Text Production
286,Text Production
287,Object Insertion
288,Object Insertion
289,Object Insertion
290,Section Planning
291,Section Planning
292,Section Planning
293,Structural
294,Structural
295,Cross-reference
296,Cross-reference
297,Cross-reference
298,Cross-reference
299,Cross-reference
300,Cross-reference
301,Cross-reference
302,Cross-reference
303,Cross-reference
304,Cross-reference
305,Cross-reference
306,Cross-reference
307,Cross-reference
308,Cross-reference
309,Cross-reference
310,Cross-reference
311,Cross-reference
312,Object Insertion
313,Object Insertion
314,Object Insertion
315,Object Insertion
316,Macro Insertion
317,Macro Insertion
318,Macro Insertion
319,Macro Insertion
320,Object Insertion
321,Object Insertion
322,Object Insertion
323,Object Insertion
324,Object Insertion
325,Coherence
326,Coherence
327,Coherence
328,Object Insertion
329,Object Insertion
330,Coherence
331,Fluency
332,Object Insertion
333,Object Insertion
334,Object Insertion
335,Coherence
336,Object Insertion
337,Object Insertion
338,Object Insertion
339,Object Insertion
340,Object Insertion
341,Coherence
342,Idea Generation
343,Section Planning
344,Section Planning
345,Idea Generation
346,Idea Generation
347,Idea Generation
348,Idea Generation
349,Idea Generation
350,Idea Generation
351,Idea Generation
352,Idea Generation
353,Idea Generation
354,Idea Generation
355,Idea Generation
356,Idea Generation
357,Idea Generation
358,Idea Generation
359,Idea Generation
360,Idea Generation
361,Idea Generation
362,Idea Generation
363,Idea Generation
364,Idea Generation
365,Idea Generation
366,Idea Generation
367,Idea Generation
368,Idea Generation
369,Idea Generation
370,Idea Generation
371,Idea Generation
372,Idea Generation
373,Idea Generation
374,Idea Generation
375,Idea Generation
376,Idea Generation
377,Idea Generation
378,Idea Generation
379,Idea Generation
380,Idea Generation
381,Idea Generation
382,Idea Generation
383,Idea Generation
384,Idea Generation
385,Idea Generation
386,Idea Generation
387,Idea Generation
388,Idea Generation
389,Idea Generation
390,Idea Generation
391,Idea Generation
392,Idea Generation
393,Idea Generation
394,Idea Generation
395,Idea Generation
396,Idea Generation
397,Citation Integration
398,Citation Integration
399,Structural
400,Structural
401,Structural
402,Structural
403,Section Planning
404,Section Planning
405,Section Planning
406,Section Planning
407,Section Planning
408,Section Planning
409,Section Planning
410,Section Planning
411,Section Planning
412,Section Planning
413,Section Planning
414,Section Planning
415,Section Planning
416,Coherence
417,Coherence
418,Coherence
419,Coherence
420,Coherence
421,Coherence
422,Section Planning
423,Section Planning
424,Section Planning
425,Section Planning
426,Section Planning
427,Section Planning
428,Section Planning
429,Section Planning
430,Section Planning
431,Section Planning
432,Section Planning
433,Section Planning
434,Section Planning
435,Section Planning
436,Section Planning
437,Section Planning
438,Section Planning
439,Section Planning
440,Structural
441,Structural
442,Structural
443,Coherence
444,Coherence
445,Coherence
446,Section Planning
447,Section Planning
448,Section Planning
449,Section Planning
450,Section Planning
451,Section Planning
452,Structural
453,Structural
454,Structural
455,Structural
456,Structural
457,Structural
458,Structural
459,Coherence
460,Coherence
461,Coherence
462,Coherence
463,Section Planning
464,Coherence
465,Section Planning
466,Section Planning
467,Section Planning
468,Section Planning
469,Section Planning
470,Section Planning
471,Section Planning
472,Section Planning
473,Section Planning
474,Section Planning
475,Section Planning
476,Section Planning
477,Section Planning
478,Section Planning
479,Coherence
480,Coherence
481,Section Planning
482,Section Planning
483,Section Planning
484,Coherence
485,Idea Generation
486,Idea Generation
487,Idea Generation
488,Idea Generation
489,Idea Generation
490,Idea Generation
491,Idea Generation
492,Idea Generation
493,Idea Generation
494,Clarity
495,Clarity
496,Clarity
497,Clarity
498,Clarity
499,Clarity
500,Clarity
501,Clarity
502,Clarity
503,Clarity
504,Clarity
505,Clarity
506,Clarity
507,Clarity
508,Clarity
509,Clarity
510,Clarity
511,Clarity
512,Clarity
513,Clarity
514,Clarity
515,Clarity
516,Clarity
517,Clarity
518,Clarity
519,Clarity
520,Clarity
521,Clarity
522,Clarity
523,Clarity
524,Clarity
525,Clarity
526,Clarity
527,Clarity
528,Clarity
529,Clarity
530,Clarity
531,Clarity
532,Clarity
533,Idea Generation
534,Idea Generation
535,Clarity
536,Clarity
537,Clarity
538,Clarity
539,Fluency
540,Coherence
541,Coherence
542,Citation Integration
543,Citation Integration
544,Citation Integration
545,Object Insertion
546,Object Insertion
547,Object Insertion
548,Object Insertion
549,Object Insertion
550,Clarity
551,Clarity
552,Visual Formatting
553,Visual Formatting
554,Clarity
555,Clarity
556,Clarity
557,Clarity
558,Clarity
559,Clarity
560,Clarity
561,Clarity
562,Clarity
563,Clarity
564,Clarity
565,Clarity
566,Clarity
567,Clarity
568,Clarity
569,Clarity
570,Clarity
571,Clarity
572,Clarity
573,Text Production
574,Text Production
575,Text Production
576,Citation Integration
577,Citation Integration
578,Citation Integration
579,Citation Integration
580,Text Production
581,Text Production
582,Text Production
583,Text Production
584,Text Production
585,Citation Integration
586,Text Production
587,Text Production
588,Text Production
589,Text Production
590,Text Production
591,Text Production
592,Structural
593,Structural
594,Structural
595,Structural
596,Structural
597,Structural
598,Structural
599,Structural
600,Structural
601,Structural
602,Structural
603,Structural
604,Structural
605,Fluency
606,Fluency
607,Fluency
608,Fluency
609,Fluency
610,Fluency
611,Clarity
612,Idea Generation
613,Idea Generation
614,Idea Generation
615,Idea Generation
616,Idea Generation
617,Idea Generation
618,Idea Generation
619,Idea Generation
620,Idea Generation
621,Idea Generation
622,Idea Generation
623,Idea Generation
624,Idea Generation
625,Idea Generation
626,Section Planning
627,Section Planning
628,Section Planning
629,Section Planning
630,Section Planning
631,Section Planning
632,Section Planning
633,Section Planning
634,Idea Generation
635,Idea Generation
636,Idea Generation
637,Idea Generation
638,Idea Generation
639,Idea Generation
640,Idea Generation
641,Idea Generation
642,Idea Generation
643,Idea Generation
644,Idea Generation
645,Idea Generation
646,Text Production
647,Section Planning
648,Section Planning
649,Section Planning
650,Visual Formatting
651,Clarity
652,Clarity
653,Clarity
654,Clarity
655,Clarity
656,Coherence
657,Coherence
658,Coherence
659,Coherence
660,Coherence
661,Idea Generation
662,Idea Generation
663,Idea Generation
664,Idea Generation
665,Idea Generation
666,Idea Generation
667,Idea Generation
668,Idea Generation
669,Idea Generation
670,Idea Generation
671,Idea Generation
672,Idea Generation
673,Idea Generation
674,Idea Generation
675,Idea Generation
676,Idea Generation
677,Idea Generation
678,Idea Generation
679,Idea Generation
680,Idea Generation
681,Idea Generation
682,Idea Generation
683,Idea Generation
684,Idea Generation
685,Idea Generation
686,Idea Generation
687,Idea Generation
688,Idea Generation
689,Idea Generation
690,Idea Generation
691,Idea Generation
692,Idea Generation
693,Idea Generation
694,Idea Generation
695,Idea Generation
696,Idea Generation
