iteration,label
0,Text Production
1,Text Production
2,Text Production
3,Text Production
4,Text Production
5,Text Production
6,Text Production
7,Text Production
8,Text Production
9,Text Production
10,Text Production
11,Text Production
12,Text Production
13,Text Production
14,Text Production
15,Text Production
16,Text Production
17,Text Production
18,Text Production
19,Text Production
20,Text Production
21,Text Production
22,Text Production
23,Text Production
24,Text Production
25,Text Production
26,Text Production
27,Text Production
28,Text Production
29,Text Production
30,Text Production
31,Text Production
32,Text Production
33,Text Production
34,Text Production
35,Text Production
36,Text Production
37,Text Production
38,Text Production
39,Text Production
40,Text Production
41,Text Production
42,Text Production
43,Cross-reference
44,Coherence
45,Text Production
46,Text Production
47,Text Production
48,Text Production
49,Text Production
50,Text Production
51,Text Production
52,Text Production
53,Text Production
54,Text Production
55,Text Production
56,Text Production
57,Text Production
58,Text Production
59,Text Production
60,Text Production
61,Text Production
62,Text Production
63,Text Production
64,Text Production
65,Text Production
66,Text Production
67,Text Production
68,Text Production
69,Citation Integration
70,Citation Integration
71,Text Production
72,Text Production
73,Text Production
74,Text Production
75,Text Production
76,Text Production
77,Text Production
78,Text Production
79,Text Production
80,Text Production
81,Text Production
82,Text Production
83,Text Production
84,Text Production
85,Text Production
86,Text Production
87,Text Production
88,Text Production
89,Text Production
90,Text Production
91,Text Production
92,Text Production
93,Text Production
94,Text Production
95,Text Production
96,Text Production
97,Text Production
98,Structural
99,Structural
100,Text Production
101,Text Production
102,Text Production
103,Text Production
104,Text Production
105,Text Production
106,Text Production
107,Text Production
108,Text Production
109,Text Production
110,Text Production
111,Text Production
112,Text Production
113,Text Production
114,Text Production
115,Coherence
116,Coherence
117,Structural
118,Structural
119,Text Production
120,Text Production
121,Text Production
122,Text Production
123,Text Production
124,Text Production
125,Text Production
126,Text Production
127,Text Production
128,Text Production
129,Text Production
130,Text Production
131,Text Production
132,Text Production
133,Text Production
134,Text Production
135,Text Production
136,Text Production
137,Text Production
138,Text Production
139,Text Production
140,Text Production
141,Text Production
142,Text Production
143,Text Production
144,Text Production
145,Text Production
146,Text Production
147,Text Production
148,Text Production
149,Text Production
150,Text Production
151,Text Production
152,Text Production
153,Text Production
154,Fluency
155,Fluency
156,Fluency
157,Text Production
158,Text Production
159,Citation Integration
160,Text Production
161,Text Production
162,Text Production
163,Text Production
164,Citation Integration
165,Citation Integration
166,Citation Integration
167,Citation Integration
168,Citation Integration
169,Fluency
170,Linguistic Style
171,Linguistic Style
172,Fluency
173,Visual Formatting
174,Coherence
175,Coherence
176,Coherence
177,Coherence
178,Coherence
179,Linguistic Style
180,Text Production
181,Text Production
182,Text Production
183,Text Production
184,Text Production
185,Text Production
186,Text Production
187,Text Production
188,Text Production
189,Text Production
190,Text Production
191,Text Production
192,Text Production
193,Text Production
194,Text Production
195,Text Production
196,Text Production
197,Text Production
198,Text Production
199,Text Production
200,Text Production
201,Text Production
202,Text Production
203,Text Production
204,Text Production
205,Text Production
206,Text Production
207,Text Production
208,Text Production
209,Text Production
210,Text Production
211,Text Production
212,Text Production
213,Macro Insertion
214,Macro Insertion
215,Macro Insertion
216,Macro Insertion
217,Macro Insertion
218,Macro Insertion
219,Text Production
220,Text Production
221,Text Production
222,Text Production
223,Text Production
224,Text Production
225,Text Production
226,Text Production
227,Text Production
228,Text Production
229,Text Production
230,Text Production
231,Text Production
232,Text Production
233,Text Production
234,Text Production
235,Text Production
236,Text Production
237,Text Production
238,Text Production
239,Text Production
240,Text Production
241,Text Production
242,Text Production
243,Object Insertion
244,Object Insertion
245,Object Insertion
246,Object Insertion
247,Object Insertion
248,Object Insertion
249,Object Insertion
250,Object Insertion
251,Object Insertion
252,Object Insertion
253,Object Insertion
254,Object Insertion
255,Macro Insertion
256,Macro Insertion
257,Macro Insertion
258,Idea Generation
259,Idea Generation
260,Text Production
261,Text Production
262,Text Production
263,Text Production
264,Text Production
265,Text Production
266,Text Production
267,Text Production
268,Text Production
269,Text Production
270,Text Production
271,Text Production
272,Text Production
273,Text Production
274,Text Production
275,Text Production
276,Text Production
277,Text Production
278,Text Production
279,Text Production
280,Text Production
281,Text Production
282,Text Production
283,Text Production
284,Text Production
285,Text Production
286,Text Production
287,Text Production
288,Text Production
289,Text Production
290,Text Production
291,Text Production
292,Text Production
293,Text Production
294,Text Production
295,Text Production
296,Text Production
297,Text Production
298,Text Production
299,Citation Integration
300,Citation Integration
301,Citation Integration
302,Citation Integration
303,Text Production
304,Fluency
305,Fluency
306,Fluency
307,Text Production
308,Text Production
309,Text Production
310,Text Production
311,Text Production
312,Text Production
313,Text Production
314,Text Production
315,Text Production
316,Text Production
317,Text Production
318,Text Production
319,Text Production
320,Text Production
321,Text Production
322,Text Production
323,Text Production
324,Text Production
325,Text Production
326,Clarity
327,Clarity
328,Clarity
329,Citation Integration
330,Citation Integration
331,Text Production
332,Text Production
333,Text Production
334,Text Production
335,Text Production
336,Text Production
337,Text Production
338,Text Production
339,Text Production
340,Text Production
341,Text Production
342,Text Production
343,Text Production
344,Text Production
345,Text Production
346,Text Production
347,Text Production
348,Text Production
349,Text Production
350,Text Production
351,Text Production
352,Text Production
353,Text Production
354,Text Production
355,Text Production
356,Text Production
357,Text Production
358,Text Production
359,Text Production
360,Citation Integration
361,Text Production
362,Text Production
363,Text Production
364,Text Production
365,Text Production
366,Text Production
367,Text Production
368,Text Production
369,Text Production
370,Text Production
371,Text Production
372,Text Production
373,Text Production
374,Text Production
375,Text Production
376,Text Production
377,Text Production
378,Text Production
379,Text Production
380,Text Production
381,Text Production
382,Text Production
383,Text Production
384,Text Production
385,Text Production
386,Text Production
387,Text Production
388,Text Production
389,Text Production
390,Text Production
391,Text Production
392,Text Production
393,Text Production
394,Text Production
395,Text Production
396,Text Production
397,Text Production
398,Text Production
399,Text Production
400,Text Production
401,Text Production
402,Text Production
403,Text Production
404,Text Production
405,Coherence
406,Text Production
407,Text Production
408,Text Production
409,Text Production
410,Text Production
411,Text Production
412,Text Production
413,Text Production
414,Text Production
415,Text Production
416,Text Production
417,Text Production
418,Text Production
419,Text Production
420,Text Production
421,Text Production
422,Text Production
423,Text Production
424,Text Production
425,Text Production
426,Text Production
427,Text Production
428,Text Production
429,Citation Integration
430,Visual Formatting
431,Citation Integration
432,Text Production
433,Text Production
434,Text Production
435,Text Production
436,Text Production
437,Text Production
438,Text Production
439,Text Production
440,Text Production
441,Text Production
442,Text Production
443,Text Production
444,Text Production
445,Text Production
446,Text Production
447,Text Production
448,Text Production
449,Text Production
450,Text Production
451,Text Production
452,Text Production
453,Text Production
454,Text Production
455,Text Production
456,Text Production
457,Text Production
458,Text Production
459,Text Production
460,Text Production
461,Citation Integration
462,Citation Integration
463,Text Production
464,Text Production
465,Text Production
466,Text Production
467,Text Production
468,Text Production
469,Text Production
470,Text Production
471,Text Production
472,Text Production
473,Text Production
474,Text Production
475,Text Production
476,Text Production
477,Text Production
478,Text Production
479,Text Production
480,Text Production
481,Text Production
482,Text Production
483,Text Production
484,Text Production
485,Citation Integration
486,Text Production
487,Text Production
488,Text Production
489,Text Production
490,Text Production
491,Text Production
492,Text Production
493,Text Production
494,Text Production
495,Text Production
496,Text Production
497,Text Production
498,Text Production
499,Text Production
500,Text Production
501,Text Production
502,Text Production
503,Text Production
504,Text Production
505,Text Production
506,Citation Integration
507,Citation Integration
508,Citation Integration
509,Citation Integration
510,Citation Integration
511,Structural
512,Structural
513,Text Production
514,Text Production
515,Text Production
516,Text Production
517,Text Production
518,Text Production
519,Text Production
520,Text Production
521,Text Production
522,Text Production
523,Text Production
524,Text Production
525,Text Production
526,Text Production
527,Text Production
528,Text Production
529,Text Production
530,Text Production
531,Text Production
532,Text Production
533,Text Production
534,Coherence
535,Coherence
536,Coherence
537,Coherence
538,Citation Integration
539,Citation Integration
540,Text Production
541,Text Production
542,Text Production
543,Text Production
544,Text Production
545,Text Production
546,Text Production
547,Text Production
548,Text Production
549,Text Production
550,Text Production
551,Text Production
552,Text Production
553,Text Production
554,Text Production
555,Text Production
556,Text Production
557,Text Production
558,Text Production
559,Text Production
560,Text Production
561,Text Production
562,Text Production
563,Text Production
564,Text Production
565,Text Production
566,Text Production
567,Text Production
568,Text Production
569,Text Production
570,Text Production
571,Text Production
572,Text Production
573,Text Production
574,Text Production
575,Text Production
576,Text Production
577,Text Production
578,Text Production
579,Text Production
580,Text Production
581,Text Production
582,Citation Integration
583,Structural
584,Structural
585,Text Production
586,Text Production
587,Text Production
588,Text Production
589,Text Production
590,Text Production
591,Text Production
592,Text Production
593,Coherence
594,Fluency
595,Fluency
596,Fluency
597,Clarity
598,Clarity
599,Clarity
600,Clarity
601,Clarity
602,Clarity
603,Fluency
604,Text Production
605,Text Production
606,Text Production
607,Text Production
608,Text Production
609,Text Production
610,Text Production
611,Text Production
612,Text Production
613,Text Production
614,Citation Integration
615,Text Production
616,Text Production
617,Text Production
618,Text Production
619,Text Production
620,Text Production
621,Text Production
622,Text Production
623,Text Production
624,Text Production
625,Text Production
626,Text Production
627,Text Production
628,Text Production
629,Text Production
630,Text Production
631,Text Production
632,Text Production
633,Text Production
634,Text Production
635,Text Production
636,Text Production
637,Text Production
638,Text Production
639,Text Production
640,Text Production
641,Text Production
642,Text Production
643,Text Production
644,Text Production
645,Text Production
646,Text Production
647,Text Production
648,Citation Integration
649,Citation Integration
650,Text Production
651,Text Production
652,Text Production
653,Text Production
654,Text Production
655,Text Production
656,Text Production
657,Text Production
658,Text Production
659,Text Production
660,Text Production
661,Text Production
662,Text Production
663,Text Production
664,Text Production
665,Text Production
666,Structural
667,Structural
668,Structural
669,Structural
670,Text Production
671,Text Production
672,Text Production
673,Text Production
674,Text Production
675,Text Production
676,Text Production
677,Text Production
678,Text Production
679,Text Production
680,Text Production
681,Text Production
682,Text Production
683,Text Production
684,Text Production
685,Text Production
686,Text Production
687,Text Production
688,Text Production
689,Text Production
690,Text Production
691,Text Production
692,Text Production
693,Text Production
694,Coherence
695,Coherence
696,Text Production
697,Text Production
698,Text Production
699,Text Production
700,Text Production
701,Text Production
702,Text Production
703,Text Production
704,Text Production
705,Text Production
706,Text Production
707,Text Production
708,Text Production
709,Text Production
710,Text Production
711,Text Production
712,Text Production
713,Text Production
714,Text Production
715,Text Production
716,Text Production
717,Text Production
718,Text Production
719,Text Production
720,Text Production
721,Text Production
722,Text Production
723,Text Production
724,Text Production
725,Text Production
726,Text Production
727,Text Production
728,Text Production
729,Text Production
730,Text Production
731,Text Production
732,Text Production
733,Text Production
734,Coherence
735,Citation Integration
736,Citation Integration
737,Text Production
738,Text Production
739,Text Production
740,Text Production
741,Text Production
742,Text Production
743,Text Production
744,Text Production
745,Text Production
746,Text Production
747,Text Production
748,Text Production
749,Text Production
750,Text Production
751,Text Production
752,Text Production
753,Text Production
754,Text Production
755,Text Production
756,Text Production
757,Text Production
