iteration,label
0,Object Insertion
1,Object Insertion
2,Object Insertion
3,Object Insertion
4,Object Insertion
5,Object Insertion
6,Object Insertion
7,Object Insertion
8,Object Insertion
9,Object Insertion
10,Object Insertion
11,Object Insertion
12,Object Insertion
13,Object Insertion
14,Object Insertion
15,Object Insertion
16,Object Insertion
17,Object Insertion
18,Object Insertion
19,Object Insertion
20,Object Insertion
21,Object Insertion
22,Object Insertion
23,Object Insertion
24,Object Insertion
25,Object Insertion
26,Object Insertion
27,Object Insertion
28,Object Insertion
29,Object Insertion
30,Object Insertion
31,Object Insertion
32,Object Insertion
33,Object Insertion
34,Object Insertion
35,Object Insertion
36,Object Insertion
37,Object Insertion
38,Object Insertion
39,Fluency
40,Fluency
41,Object Insertion
42,Object Insertion
43,Object Insertion
44,Object Insertion
45,Object Insertion
46,Object Insertion
47,Object Insertion
48,Object Insertion
49,Object Insertion
50,Object Insertion
51,Object Insertion
52,Object Insertion
53,Object Insertion
54,Object Insertion
55,Object Insertion
56,Object Insertion
57,Object Insertion
58,Object Insertion
59,Object Insertion
60,Object Insertion
61,Object Insertion
62,Object Insertion
63,Object Insertion
64,Object Insertion
65,Object Insertion
66,Object Insertion
67,Object Insertion
68,Object Insertion
69,Object Insertion
70,Object Insertion
71,Idea Generation
72,Idea Generation
73,Idea Generation
74,Idea Generation
75,Idea Generation
76,Idea Generation
77,Idea Generation
78,Idea Generation
79,Idea Generation
80,Idea Generation
81,Idea Generation
82,Idea Generation
83,Idea Generation
84,Idea Generation
85,Idea Generation
86,Text Production
87,Text Production
88,Text Production
89,Clarity
90,Clarity
91,Citation Integration
92,Citation Integration
93,Citation Integration
94,Citation Integration
95,Citation Integration
96,Citation Integration
97,Citation Integration
98,Citation Integration
99,Citation Integration
100,Citation Integration
101,Citation Integration
102,Citation Integration
103,Citation Integration
104,Citation Integration
105,Idea Organization
106,Idea Organization
107,Idea Organization
108,Idea Organization
109,Idea Organization
110,Idea Organization
111,Idea Organization
112,Idea Organization
113,Idea Organization
114,Idea Organization
115,Idea Organization
116,Clarity
117,Clarity
118,Citation Integration
119,Citation Integration
120,Citation Integration
121,Citation Integration
122,Coherence
123,Coherence
124,Clarity
125,Clarity
126,Clarity
127,Citation Integration
128,Citation Integration
129,Citation Integration
130,Citation Integration
131,Citation Integration
132,Citation Integration
133,Structural
134,Structural
135,Fluency
136,Structural
137,Structural
138,Structural
139,Text Production
140,Citation Integration
141,Citation Integration
142,Citation Integration
143,Clarity
144,Citation Integration
145,Citation Integration
146,Citation Integration
147,Citation Integration
148,Citation Integration
149,Structural
150,Structural
151,Coherence
152,Coherence
153,Fluency
154,Fluency
155,Text Production
156,Text Production
157,Text Production
158,Fluency
159,Fluency
160,Linguistic Style
161,Linguistic Style
162,Text Production
163,Text Production
164,Text Production
165,Text Production
166,Text Production
167,Text Production
168,Text Production
169,Citation Integration
170,Citation Integration
171,Citation Integration
172,Citation Integration
173,Coherence
174,Structural
175,Structural
176,Structural
177,Structural
178,Citation Integration
179,Citation Integration
180,Citation Integration
181,Citation Integration
182,Text Production
183,Coherence
184,Coherence
185,Coherence
186,Coherence
187,Fluency
188,Coherence
189,Coherence
190,Citation Integration
191,Citation Integration
192,Citation Integration
193,Citation Integration
194,Citation Integration
195,Text Production
196,Text Production
197,Text Production
198,Text Production
199,Text Production
200,Text Production
201,Text Production
202,Text Production
203,Text Production
204,Text Production
205,Citation Integration
206,Citation Integration
207,Coherence
208,Coherence
209,Coherence
210,Coherence
211,Coherence
212,Text Production
213,Text Production
214,Text Production
215,Text Production
216,Text Production
217,Text Production
218,Clarity
219,Clarity
220,Coherence
221,Coherence
222,Coherence
223,Coherence
224,Coherence
225,Coherence
226,Coherence
227,Coherence
228,Coherence
229,Text Production
230,Structural
231,Structural
232,Structural
233,Structural
234,Citation Integration
235,Citation Integration
236,Citation Integration
237,Citation Integration
238,Citation Integration
239,Citation Integration
240,Citation Integration
241,Citation Integration
242,Citation Integration
243,Citation Integration
244,Citation Integration
245,Citation Integration
246,Citation Integration
247,Citation Integration
248,Citation Integration
249,Citation Integration
250,Citation Integration
251,Citation Integration
252,Text Production
253,Text Production
254,Text Production
255,Text Production
256,Coherence
257,Coherence
258,Structural
259,Structural
260,Coherence
261,Coherence
262,Structural
263,Structural
264,Structural
265,Structural
266,Idea Organization
267,Idea Organization
268,Idea Organization
269,Citation Integration
270,Citation Integration
271,Citation Integration
272,Citation Integration
273,Citation Integration
274,Citation Integration
275,Citation Integration
276,Citation Integration
277,Clarity
278,Clarity
279,Clarity
280,Clarity
281,Clarity
282,Clarity
283,Clarity
284,Clarity
285,Clarity
286,Clarity
287,Clarity
288,Clarity
289,Idea Generation
290,Idea Generation
291,Citation Integration
292,Cross-reference
293,Cross-reference
294,Cross-reference
295,Cross-reference
296,Citation Integration
297,Macro Insertion
298,Clarity
299,Clarity
300,Clarity
301,Clarity
302,Clarity
303,Clarity
304,Clarity
305,Clarity
306,Clarity
307,Clarity
